index,Label,brand,name,price,rank,ingredients,Combination,Dry,Full,Light,Matte,Medium,Natural,Normal,Oily,Radiant,Sensitive,X,Y
291,Moisturizer_Combination,SHISEIDO,White Lucent All Day Brightener Broad Spectrum SPF 23 Moisturizer,62,4.6,"-Avobenzone 2.5%
-Octinoxate 7.4%
-Octocrylene 3.0%
-Oxybenzone 1.0%
-Timed Release Brightening Capsules (4MSK, Multi-Target Vitamin C, Vitamin C, and E Derivatives): Helps deliver brighter-looking skin throughout the day.
-SAKURAResist Technology: Infused with Sakura from Japanese cherry blossoms to help skin become resistant to dark spot appearance.
-Light Transform Powder: Adapts to create an immediate, radiant glow.
-Super Hydro Synergy Complex: Helps skin maintain moisture for youthful smoothness.

Water, Sd Alcohol 40-B, Dimethicone, Dipropylene Glycol, Diisopropyl Sebacate, Glycerin, Peg-60 Hydrogenated Castor Oil, Potassium Methoxysalicylate, Xanthan Gum, Peg/Ppg-14/7 Dimethyl Ether, Tocopheryl Acetate, 2-O-Ethyl Ascorbic Acid, Ascorbyl Tetraisopalmitate, Sodium Hyaluronate, Paeonia Suffruticosa Root Extract, Crataegus Monogyna Flower Extract, Polyquaternium-51, Rehmannia Chinensis Root Extract, Uncaria Gambir Extract, Houttuynia Cordata Extract, Ppg-17, Peg-240/Hdi Copolymer Bis-Decyltetradeceth-20 Ether, Triethanolamine, Silica, Isostearic Acid, Butylene Glycol, Carbomer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Alcohol, Bht, Sodium Metaphosphate, Disodium Edta, Tocopherol, Zinc Oxide, Sodium Metabisulfite, Alumina, Prunus Yedoensis Leaf Extract, Methylparaben, Ethylparaben, Phenoxyethanol, Fragrance, Titanium Dioxide, Mica, Iron Oxides.",1,1,0,0,0,0,0,1,0,0,0,72.2873,-20.787767
292,Moisturizer_Combination,SATURDAY SKIN,Featherweight Daily Moisturizing Cream,49,4.6,"-Hydrolyzed Avocado Protein: Full of vitamin C and E to help strengthen moisture barrier.
-Apple Fruit Extract: Hydrates and brightens appearance.
-Peach Fruit Extract: Smooths skin and helps boost looks of skin vitality.
-Cha-7 es Complex™: Promotes natural skin regeneration.

Water, Butylene Glycol, Ethylhexyl Palmitate, Glycerin, Cyclopentasiloxane, Dipropylene Glyco,l Octyldodecyl Myristate, Silica, Cetearyl Alcohol, Cyclohexasiloxane, Polysorbate 60, 1,2-Hexanediol, Citrus Limon (Lemon) Peel Oil, Juniperus Mexicana Oil, Hydrolyzed Avocado Protein, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Grandis (Grapefruit) Peel Oil, Eucalyptus Globulus Leaf Oil, Lavandula Angustifolia (Lavender) Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Ananas Sativus (Pineapple) Fruit Extract, Pyrus Malus (Apple) Fruit Extract, Actinidia Chinensis (Kiwi) Fruit Extract, Fragaria Vesca (Strawberry) Fruit Extract, Prunus Persica (Peach) Fruit Extract, Vitis Vinifera (Grape) Fruit Extract, Ficus Carica (Fig) Fruit Extract, Ginkgo Biloba Nut Extract, Morus Alba Fruit Extract, Punica Granatum Fruit Extract, Phoenix Dactylifera (Date) Seed, Glyceryl Stearate, Ammonium Acryloyldimethyltaurate/VP Copolymer, Sorbitan Sesquioleate, Tromethamine, PEG-100 Stearate, Caprylyl Glycol, Cetearyl Olivate, Sorbitan Olivate, Stearic Acid, Dimethicone Crosspolymer, Dimethiconol, Hydrogenated Lecithin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ceteareth-20, Maltodextrin, Saccharide Hydrolysate, Cholesterol, PEG-800, Ascorbic Acid, Polysorbate 20, sh-Oligopeptide-1, sh-Polypeptide-1, sh-Oligopeptide-2, sh-Polypeptide-22, sh-Polypeptide-45, sh-Polypeptide-8, sh-Polypeptide-9, Carbomer, Xanthan Gum, Disodium EDTA, Phenoxyethanol.",1,1,0,0,0,0,0,1,1,0,1,49.27432,43.771187
294,Moisturizer_Combination,HERBIVORE,Jasmine Green Tea Balancing Toner,39,4.2,"-Green Tea: Reduces oiliness; packed with antioxidants to repair and protect skin.
-Ginger Root: Calms redness and irritation.
-White Willow Bark: Fights blemishes.
-Aloe Vera: Soothes skin and fights blemishes.

Jasminum Officinale (Jasmine) Flower Water, Hamamelis Virginiana (Witch Hazel) Flower Water, Aloe Barbadensis Leaf Water, Salix Alba (Willow) Bark Extract, Camellia Sinensis (Green Tea) Leaf Extract, Camellia Sinensis (White Tea) Leaf Extract, Zingiber Officinale (Ginger) Root Extract, Leuconostoc/Radish Root Ferment Filtrate, Jasminum Grandiflorum Floral Extract,Melia Azadirachta Leaf Extract, Melia Azadirachta Flower Extract.",1,0,0,0,0,0,0,0,1,0,1,-27.901546,4.9946504
296,Moisturizer_Combination,KATE SOMERVILLE,Goat Milk Moisturizing Cream,65,4.1,"-Lactose from Goat’s Milk: Soothes and moisturizes dry, damaged skin.
-Biologically-Active Milk Polypeptides: Nurtures sensitive and extremely dry skin and helps to restore moisture balance.
-Jojoba and Avocado: Hydrate, comfort, and condition for a smoother appearance.
-Aloe: Naturally soothes and calms skin.
-Grape Seed Oil and Vitamin E: Help neutralize free radicals.

Water, Ethylhexyl Palmitate, Myristyl Myristate, Glyceryl Stearate, PEG-100 Stearate, Cetearyl Ethylhexanoate, Decyl Oleate, Glycerin, Propanediol, Goat Milk Powder, Lactose, Milk Protein, Helianthus Annuus (Sunflower) Seed Oil, Hamamelis Virginiana (Witch Hazel) Flower Water, Cocos Nucifera (Coconut) Oil, Persea Gratissima (Avocado) Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Vitis Vinifera (Grape) Seed Oil, Aloe Barbadensis Leaf Juice Powder, Oryza Sativa (Rice) Bran Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopheryl Acetate, Tocopherol, Caprylyl Glycol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Phenoxyethanol, Ethylhexylglycerin, Hexylene Glycol, Xanthan Gum, Aminomethyl Propanol, Disodium EDTA, Lactic Acid, Benzoic Acid.",1,1,0,0,0,0,0,1,1,0,1,-24.500063,30.58846
297,Moisturizer_Combination,GO-TO,Face Hero,34,4.8,"-Buriti Oil: A hydrating and moisturizing oil extracted from the fruit of the moriche palm; has anti-inflammatory properties that help reduce redness, roughness, and irritation.
-Almond Oil: A gentle, nourishing oil suitable for all skin types (especially dry and sensitive); rich in essential fatty acids, vitamins, and amino acids, it helps to soften and nourish the skin.
-Jojoba Oil: Supports the elasticity and vitality of the skin.
-Macadamia Oil: A highly nourishing oil high in oleic acid (potent moisturizing qualities); it absorbs easily into the skin to moisturize and protect dry, damaged and mature skin.

Almond Oil, Jojoba Oil, Macadamia Oil, Brazil Nut Oil, Evening Primrose Oil, Buriti Oil, Arnica Oil, Rosehip Oil, Calendula Oil, Kiwi Fruit Seed Oil, Tocopherol (Vitamin E), Totarol, Rosemary Leaf Extract, Natural Fragrance (Orange Blossom & Rose Gardenia.)",1,1,0,0,0,0,0,1,1,0,1,-37.663376,11.836241
0,Moisturizer_Dry,LA MER,Crème de la Mer,175,4.1,"Algae (Seaweed) Extract, Mineral Oil, Petrolatum, Glycerin, Isohexadecane, Microcrystalline Wax, Lanolin Alcohol, Citrus Aurantifolia (Lime) Extract, Sesamum Indicum (Sesame) Seed Oil, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sesamum Indicum (Sesame) Seed Powder, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Magnesium Sulfate, Paraffin, Tocopheryl Succinate, Niacin, Water, Beta-Carotene, Decyl Oleate, Aluminum Distearate, Octyldodecanol, Citric Acid, Cyanocobalamin, Magnesium Stearate, Panthenol, Limonene, Geraniol, Linalool, Hydroxycitronellal, Citronellol, Benzyl Salicylate, Citral, Sodium Benzoate, Alcohol Denat., Fragrance.

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,1,0,0,0,0,0,1,1,0,1,31.901224,-71.33253
1,Moisturizer_Dry,SK-II,Facial Treatment Essence,179,4.1,"-Pitera™: A bio-ingredient rich in vitamins, organic acids, minerals, and amino acids that work together to support skin’s natural cell renewal process.

Galactomyces Ferment Filtrate (Pitera), Butylene Glycol, Pentylene Glycol, Water, Sodium Benzoate, Methylparaben, Sorbic Acid.",1,1,0,0,0,0,0,1,1,0,1,22.815372,6.768816
2,Moisturizer_Dry,DRUNK ELEPHANT,Protini™ Polypeptide Cream,68,4.4,"-9 Signal Peptide Complex 
-Pygmy Waterlily Stem Cell Extract 
-Soybean Folic Acid Ferment Extract 

Water, Dicaprylyl Carbonate, Glycerin, Cetearyl Alcohol, Cetearyl Olivate, Sorbitan Olivate, Sclerocarya Birrea Seed Oil, Bacillus/Soybean/ Folic Acid Ferment Extract, Nymphaea Alba Root Extract, sh-Oligopeptide-1, sh-Oligopeptide-2, sh-Polypeptide-1, sh-Polypeptide-9, sh-Polypeptide-11, Copper Palmitoyl Heptapeptide-14, Heptapeptide-15 Palmitate, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Alanine, Arginine, Glycine, Histidine, Isoleucine, Phenylalanine, Proline, Serine, Threonine, Valine, Acetyl Glutamine, Coconut Alkanes , Coco-Caprylate/Caprate, Sodium Hyaluronate, Aspartic Acid, Linoleic Acid, Linolenic Acid, Lecithin, Butylene Glycol, Polyvinyl Alcohol, Sodium Lactate, Sodium PCA, PCA, Sorbitan Isostearate, Carbomer, Polysorbate 20, Polysorbate 60, Lactic Acid/Glycolic Acid Copolymer, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Xanthan Gum, Isomalt, 1,2-Hexanediol, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Tocopherol, Sodium Benzoate, Phenylpropanol, Glyceryl Caprylate, Symphytum Officinale Callus Culture Extract.",1,1,0,0,0,0,0,1,1,0,0,-36.489143,58.87379
3,Moisturizer_Dry,LA MER,The Moisturizing Soft Cream,175,3.8,"Algae (Seaweed) Extract, Cyclopentasiloxane, Petrolatum, Glyceryl Distearate, Phenyl Trimethicone, Butylene Glycol, Hydrogenated Vegetable Oil, Cholesterol, Butyrospermum Parkii (Shea Butter), Steareth-10, Dimethicone, Glyceryl Stearate Se, Polysilicone-11, Sesamum Indicum (Sesame) Seed Oil, Medicago Sativa (Alfalfa) Seed Powder, Helianthus Annuus (Sunflower) Seedcake, Prunus Amygdalus Dulcis (Sweet Almond) Seed Meal, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Sodium Gluconate, Copper Gluconate, Calcium Gluconate, Magnesium Gluconate, Zinc Gluconate, Tocopheryl Succinate, Niacin, Sesamum Indicum (Sesame) Seed Powder, Water, Citrus Aurantifolia (Lime) Peel Extract, Laminaria Digitata Extract, Crithmum Maritimum Extract, Salicornia Herbacea Extract, Plankton Extract, Chlorella Vulgaris Extract, Glycine Soja (Soybean) Seed Extract, Glycerin, Caffeine, Sea Salt/Maris Sal/Sel Marin, Micrococcus Lysate, Diethylhexyl Succinate, Adenosine Phosphate, Creatine, Hydrolyzed Algin, Isocetyl Stearoyl Stearate, Cetyl Alcohol, Sucrose, Acetyl Hexapeptide-8, Glucose Oxidase, Polyacrylamide, Acetyl Carnitine Hcl, Glucose, Caprylic/Capric Triglyceride, C13-14 Isoparaffin, Tocopheryl Acetate, Tetrahexyldecyl Ascorbate, Sodium Pca, Glycosaminoglycans, Urea, Distearyldimonium Chloride, Dipalmitoyl Hydroxyproline, Sodium Hyaluronate, Laureth-7, Lecithin, Trehalose, Polyquaternium-51, Lactoperoxidase, Hydroxypropyl Cyclodextrin, Cyanocobalamin, Pentylene Glycol, Fragrance, Disodium Edta, Bht, Citronellol, Hydroxycitronellal, Geraniol, Linalool, Limonene, Potassium Sorbate, Phenoxyethanol

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",1,1,0,0,0,0,0,1,1,0,1,1.4286331,51.912663
4,Moisturizer_Dry,IT COSMETICS,Your Skin But Better™ CC+™ Cream with SPF 50+,38,4.1,"-Collagen: Supports skin elasticity for a youthful, smooth appearance.
-Peptides: Help reduce the appearance of wrinkles and support natural collagen for the look of smoother, firmer skin.
-Niacin: Promotes a more even appearance and helps combat the look of blemishes and hyperpigmentation.
-Antioxidants: Reduce and protect against free-radical damage, which can cause skin inflammation and aging.

Water, Snail Secretion Filtrate, Phenyl Trimethicone, Dimethicone, Butylene Glycol, Butylene Glycol Dicaprylate/Dicaprate, Orbignya Oleifera Seed Oil, Butyloctyl Salicylate, Cetyl Peg/Ppg-10/1 Dimethicone, Cyclopentasiloxane, Cyclohexasiloxane, Magnesium Sulfate, Polyglyceryl-4 Isostearate, Dimethicone/Vinyl Dimethicone Crosspolymer, Aluminum Hydroxide, Hexyl Laurate, Stearic Acid, Calcium Stearate, Caprylyl Glycol, Triethoxycaprylylsilane, Ethylhexylglycerin, Citrus Medica Limonum (Lemon) Peel Oil, Tocopheryl Acetate, Sorbitan Isostearate, Phenoxyethanol, Citrus Aurantium Bergamia (Bergamot) Fruit Oil, 1,2-Hexanediol, Disodium Edta, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Aurantifolia (Lime) Oil, Vitis Vinifera (Grape) Seed Oil, Punica Granatum Seed Oil, Pinus Sylvestris Leaf Oil, Persea Gratissima (Avocado) Oil, Niacinamide, Citrus Grandis (Grapefruit) Peel Oil, Cholesterol, Anthemis Nobilis Flower Water, Lactobacillus/Honeysuckle Flower/Licorice Root/Morus Alba Root/Pueraria Lobata Root/Schizandra Chinensis Fruit/Scutellaria Baicalensis Root/Sophora Japonica Flower Extract Ferment Filtrate, Perfluorohexane, Olea Europaea (Olive) Leaf Extract, Glycerin, Eucalyptus Globulus Leaf Oil, Camellia Sinensis Leaf Extract, Chrysanthemum Indicum Flower Extract, Pueraria Lobata Root Extract, Perfluorodecalin, Morus Alba Fruit Extract, Magnolia Kobus Bark Extract, Glycine Soja (Soybean) Sprout Extract, Diospyros Kaki Leaf Extract, Cinnamomum Cassia Bark Extract, Artemisia Princeps Leaf Extract, Pentafluoropropane, Curcuma Longa (Turmeric) Root Extract, Steareth-20, Hydrolyzed Hyaluronic Acid, Colloidal Oatmeal, Hydrolyzed Silk, Citric Acid, Sodium Benzoate, Potassium Sorbate, Aloe Barbadensis Leaf Extract, N-Hydroxysuccinimide, Hydrolyzed Collagen, Caprylhydroxamic Acid, Tocopherol, Thiamine Hcl, Riboflavin, Retinyl Palmitate, Pantothenic Acid, Palmitoyl Oligopeptide, Niacin, Folic Acid, Chrysin, Carnitine Hcl, Biotin, Ascorbic Acid, Palmitoyl Tetrapeptide-7, Chlorhexidine Digluconate. May Contain: Iron Oxides (Ci 77492, Ci 77491, Ci 77499).",1,1,1,0,0,0,1,1,1,0,1,67.75095,-52.21207
6,Moisturizer_Dry,DRUNK ELEPHANT,Lala Retro™ Whipped Cream,60,4.2,"-Blend of Six African Oils: Delivers intense hydration while brightening and rejuvenating skin.
-Plantain Extract: Aids in restoring moisture while brightening. 
-Sodium Hyaluronate Crosspolymer: Has a smaller molecular weight than hyaluronic acid and is able to deeply penetrate skin, delivering excellent hydration and reducing the appearance of fine lines and wrinkles.
-Fermentoil Green Tea Seed: Rich in antioxidants to provide moisturizing and nourishing benefits. 

Water, Glycerin, Caprylic/ Capric Triglyceride, Isopropyl Isostearate, Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Glycine Soja Meal/Malt Extract/Yeast Extract Ferment Filtrate (Pseudozyma Epicola/Camellia Sinensis Seed Oil/Glucose/Yeast Extract Ferment Filtrate), Stearic Acid, Glyceryl Stearate SE, Cetearyl Alcohol, Pentylene Glycol, Plantago Lanceolata Leaf Extract, Adansonia Digitata Seed Oil, Citrullus Lanatus (Watermelon) Seed Oil, Passiflora Edulis Seed Oil, Schinziophyton Rautanenii Kernel Oil, Sclerocarya Birrea Seed Oil, Polyglyceryl-6 Ximenia Americana Seedate, Sodium Hyaluronate Crosspolymer, Ceteareth-20, Trisodium Ethylenediamine Disuccinate, Sodium Hydroxide, Citric Acid, Carbomer, Xanthan Gum, Caprylyl Glycol, Chlorphenesin, Phenoxyethanol, Ethylhexylglycerin.",1,1,0,0,0,0,0,1,1,0,0,-63.94148,-6.887927
7,Moisturizer_Dry,DRUNK ELEPHANT,Virgin Marula Luxury Facial Oil,72,4.4,"-Virgin Marula Oil: Helps nourish and rejuvenate skin for a youthful glow while providing critical antioxidants and omegas 6 and 9, thanks to its super-absorbent qualities. 

100% Unrefined Sclerocraya Birrea (Marula) Kernel Oil.

This product is vegan and gluten-free.",1,1,0,0,0,0,0,1,1,0,0,11.967059,-5.21996
8,Moisturizer_Dry,KIEHL'S SINCE 1851,Ultra Facial Cream,29,4.4,"-Antarcticine (Glacial Glycoprotein Extract): Protects skin from extremely cold temperatures, facilitating skin’s retention of natural water reserves.
-Imperata Cylindrica (Desert Plant Extract): Helps skin to store and retain moisture efficiently, even in the driest weather conditions.
-Squalane: Helps restore skin’s natural moisture balance to keep it extra soft and supple.

Water, Glycerin, Cyclohexasiloxane, Squalane, Bis-Peg-18 Methyl Ether Dimethyl Silane, Sucrose Stearate, Stearyl Alcohol, Peg-8 Stearate, Urea, Myristyl Myristate, Pentaerythrityl Tetraethylhexanoate, Prunus Armeniaca Kernel Oil, Phenoxyethanol, Persea Gratissima Oil, Olea Europaea Oil, Oryza Sativa Bran Oil, Cetyl Alcohol, Glyceryl Stearate, Imperata Cylindrica Root Extract, Stearic Acid, Methylparaben, Chlorphenesin, Palmitic Acid, Disodium Edta, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Propylparaben, Carbomer, Triethanolamine, Prunus Amygdalus Dulcis Oil, Xanthan Gum, Sodium Hydroxide, Tocopherol, Pseudoalteromonas Ferment Extract, Hydroxypalmitoyl Sphinganine, Caprylyl Glycol.",1,1,0,0,0,0,0,1,1,0,1,27.1774,58.40731
11,Moisturizer_Dry,KIEHL'S SINCE 1851,Midnight Recovery Concentrate,47,4.4,"-Squalane: Helps restore skin’s natural moisture balance to keep it extra soft and supple.
-Lavender Essential Oil: Helps soothe inflamed or irritated skin, while helping reduce skin blotchiness for a more even look.
-Evening Primrose Oil: Boosts radiance and visibly repairs skin’s barrier.

Caprylic/Capric Triglyceride Dicaprylyl Carbonate Squalane Rosa Canina Fruit Oil Oenothera Biennis Oil / Evening Primrose Oil Simmondsia Chinensis Oil / Jojoba Seed Oil Coriandrum Sativum Oil / Coriander Seed Oil Tocopherol Lavandula Angustifolia Oil / Lavender Oil Pelargonium Graveolens Flower Oil Linalool Rosmarinus Officinalis Leaf Oil / Rosemary Leaf Oil Citronellol Geraniol Lavandula Hybrida Oil Cucumis Sativus Extract / Cucumber Fruit Extract Curcuma Longa Extract / Turmeric Root Extract Limonene Citral Sclareolide Rosa Spp / Rose Flower Oil Jasminum Officinale Extract / Jasmine Extract Helianthus Annuus Seed Oil / Sunflower Seed Oil.",1,1,0,0,0,0,0,1,1,0,1,-6.927445,-2.7776473
13,Moisturizer_Dry,SUNDAY RILEY,Luna Sleeping Night Oil,105,4.1,"-Trans-retinoic Acid Ester: Supports healthy skin with the power of retinoids, but without the irritation of traditional retinol; encourages exfoliation and revitalization for the appearance of smoother, younger-looking skin.
-Blue Tansy and German Chamomile: Help to calm and soothe for a reduce the appearance of redness.
-Chia Seed Oil: This richest botanical source of omega 3 also provides alpha-lipoic acid.

Persea Gratissima (Extra Virgin, Cold Pressed Avocado) Oil, Vitis Vinifera (Organic, Cold Pressed Concord Grape) Seed Oil, Rubus Fruticosus (Cold Pressed Blackberry) Seed Oil, Salvia Hispanica (Cold Pressed Chia) Oil, Dimethyl Isosorbide (and) Hydroxypinacolone Retinoate, Chamomilla Recutita (Matricaria) Flower Oil, Tanecetum annuum (Blue Tansy) oil, Anthemis nobilis (English Chamomile) oil, Eriocephalus punctulatus (Cape Chamomile) oil, Citrus Aurantium Amara (Neroli) Oil, Citrus Aurantium Dulcis (Blood Orange) oil, Cananga Odorata Flower (Ylang Ylang) Oil, Vetivera zizanoides (Vetiver) oil, Helianthus Annuus (Sunflower) Seed Oil (and) Rosmarinus officinalis (Rosemary) Leaf Extract, CI 61565 (Green 6), CI 60725 (Violet 2).",1,1,0,0,0,0,0,1,1,0,1,-7.666995,-31.263529
14,Moisturizer_Dry,FARMACY,Honeymoon Glow AHA Resurfacing Night Serum with Echinacea GreenEnvy™,58,4.6,"AHA/BHA/Flower Acid Blend 14%:
-AHA from Lactic, Glycolic, Citric, and Fruit Acids: Exfoliate dead skin cells, promote cell renewal, target hyperpigmentation, and help reduce the appearance of pores, fine lines, and wrinkles.
-BHA from Willow Bark: A natural source of salicylic acid; helps reduce the appearance of pores.
-Flower Acids from Hibiscus: Gently exfoliate while moisturizing and reducing the appearance of skin redness.

-Hyaluronic acid: Hydrates and plumps by drawing water to the skin and helping to prevent moisture loss.
-Echinacea GreenEnvy™ Honey: Naturally rich in lactic acid and known for its super soothing and humectant properties, this special honey made only by the bees on the Farmacy farm provides skin-loving moisture and nourishment.

Water, Lactic Acid, Propanediol, Jojoba Esters, Glycolic Acid, Potassium Hydroxide, Salix Alba (Willow) Bark Extract, Carthamus Tinctorius (Safflower) Oleosomes, Vitis Vinifera (Grape) Seed Oil, Hibiscus Sabdariffa Flower Extract, Citric Acid, Honey Extract, Echinacea Purpurea Root Extract, Propolis Extract, Royal Jelly Extract, Hydrolyzed Sodium Hyaluronate, Hydrolyzed Hyaluronic Acid, Curcuma Longa (Turmeric) Root Extract, Argania Spinosa Kernel Oil, Zingiber Officinale (Ginger) Root Extract, Amaranthus Caudatus Seed Oil, Limnanthes Alba (Meadowfoam) Seed Oil, Vaccinium Myrtillus Fruit/Leaf Extract, Saccharum Officinarum (Sugarcane) Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Melia Azadirachta Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil, Melia Azadirachta Flower Extract, Salvia Hispanica Seed Oil, Cetearyl Alcohol, Glycerin, Arachidyl Alcohol, Sclerotium Gum, Coco-Glucoside, Polyacrylate Crosspolymer-6, Behenyl Alcohol, Arachidyl Glucoside, Sodium Benzoate, Tocopherol, Potassium Sorbate, Corallina Officinalis Extract, Polyglyceryl-10 Stearate, Gluconolactone, 1,2-Hexanediol, Ocimum Basilicum (Basil) Flower/Leaf Extract, Ocimum Sanctum Leaf Extract, T-Butyl Alcohol, Glucose, Calcium Gluconate, Citral.",1,1,0,0,0,0,0,1,1,0,1,27.521587,-0.5054416
